permit,streetname,from_st,to_st
./out/16TOC-5017.csv,36TH AVE,ANZA ST,BALBOA ST
./out/16TOC-5017.csv,36TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-5017.csv,36TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-5017.csv,37TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-5017.csv,37TH AVE,ANZA ST,BALBOA ST
./out/16TOC-5017.csv,37TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-5017.csv,37TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-5017.csv,38TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-5017.csv,38TH AVE,ANZA ST,BALBOA ST
./out/16TOC-5017.csv,38TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-5017.csv,38TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-5017.csv,39TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-5017.csv,39TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-5017.csv,39TH AVE,ANZA ST,BALBOA ST
./out/16TOC-5017.csv,39TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-5017.csv,39TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-5017.csv,ANZA ST,36TH AVE,Intersection
./out/16TOC-5017.csv,ANZA ST,37TH AVE,Intersection
./out/16TOC-5017.csv,ANZA ST,38TH AVE,Intersection
./out/16TOC-5017.csv,ANZA ST,39TH AVE,Intersection
./out/16TOC-5017.csv,BALBOA ST,36TH AVE,Intersection
./out/16TOC-5017.csv,BALBOA ST,37TH AVE,Intersection
./out/16TOC-5017.csv,BALBOA ST,38TH AVE,Intersection
./out/16TOC-5017.csv,BALBOA ST,39TH AVE,Intersection
./out/16TOC-5017.csv,CABRILLO ST,36TH AVE,Intersection
./out/16TOC-5017.csv,CABRILLO ST,37TH AVE,Intersection
./out/16TOC-5017.csv,CABRILLO ST,38TH AVE,Intersection
./out/16TOC-5017.csv,CABRILLO ST,39TH AVE,Intersection
./out/16TOC-5017.csv,GEARY BLVD,36TH AVE,Intersection
./out/16TOC-5017.csv,GEARY BLVD,39TH AVE,Intersection
./out/16TOC-5017.csv,SHORE VIEW AVE,36TH AVE,Intersection
./out/16TOC-5017.csv,UNNAMED 010,36TH AVE,Intersection
./out/16TOC-5017.csv,UNNAMED 018,36TH AVE,Intersection
./out/16TOC-5242.csv,36TH AVE,CLEMENT ST,UNNAMED018
./out/16TOC-5242.csv,36TH AVE,UNNAMED 018,SHORE VIEWAVE
./out/16TOC-5242.csv,36TH AVE,SHORE VIEWAVE,UNNAMED010
./out/16TOC-5242.csv,36TH AVE,UNNAMED 010,GEARY BLVD
./out/16TOC-5242.csv,36TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-5242.csv,36TH AVE,ANZA ST,BALBOA ST
./out/16TOC-5242.csv,36TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-5242.csv,36TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-5242.csv,37TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-5242.csv,37TH AVE,ANZA ST,BALBOA ST
./out/16TOC-5242.csv,37TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-5242.csv,37TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-5242.csv,38TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-5242.csv,38TH AVE,ANZA ST,BALBOA ST
./out/16TOC-5242.csv,38TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-5242.csv,38TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-5242.csv,ANZA ST,36TH AVE,Intersection
./out/16TOC-5242.csv,ANZA ST,37TH AVE,Intersection
./out/16TOC-5242.csv,ANZA ST,38TH AVE,Intersection
./out/16TOC-5242.csv,BALBOA ST,36TH AVE,Intersection
./out/16TOC-5242.csv,BALBOA ST,37TH AVE,Intersection
./out/16TOC-5242.csv,BALBOA ST,38TH AVE,Intersection
./out/16TOC-5242.csv,CABRILLO ST,36TH AVE,Intersection
./out/16TOC-5242.csv,CABRILLO ST,37TH AVE,Intersection
./out/16TOC-5242.csv,CABRILLO ST,38TH AVE,Intersection
./out/16TOC-5242.csv,GEARY BLVD,36TH AVE,Intersection
./out/16TOC-5242.csv,SHORE VIEW AVE,36TH AVE,Intersection
./out/16TOC-5242.csv,UNNAMED 010,36TH AVE,Intersection
./out/16TOC-5242.csv,UNNAMED 018,36TH AVE,Intersection
./out/16TOC-5247.csv,15TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-5247.csv,15TH AVE,IRVING ST,JUDAH ST
./out/16TOC-5247.csv,15TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-5247.csv,16TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-5247.csv,16TH AVE,IRVING ST,JUDAH ST
./out/16TOC-5247.csv,16TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-5247.csv,17TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-5247.csv,17TH AVE,IRVING ST,JUDAH ST
./out/16TOC-5247.csv,17TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-5247.csv,17TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-5247.csv,18TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-5247.csv,18TH AVE,IRVING ST,JUDAH ST
./out/16TOC-5247.csv,18TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-5247.csv,IRVING ST,15TH AVE,Intersection
./out/16TOC-5247.csv,IRVING ST,16TH AVE,Intersection
./out/16TOC-5247.csv,IRVING ST,17TH AVE,Intersection
./out/16TOC-5247.csv,IRVING ST,18TH AVE,Intersection
./out/16TOC-5247.csv,JUDAH ST,15TH AVE,Intersection
./out/16TOC-5247.csv,JUDAH ST,16TH AVE,Intersection
./out/16TOC-5247.csv,JUDAH ST,17TH AVE,Intersection
./out/16TOC-5247.csv,JUDAH ST,18TH AVE,Intersection
./out/16TOC-5247.csv,KIRKHAM ST,17TH AVE,Intersection
./out/16TOC-5257.csv,12TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-5257.csv,12TH AVE,IRVING ST,JUDAH ST
./out/16TOC-5257.csv,12TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-5257.csv,12TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-5257.csv,12TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-5257.csv,12TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-5257.csv,14TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-5257.csv,14TH AVE,IRVING ST,JUDAH ST
./out/16TOC-5257.csv,14TH AVE,JUDAH ST,KIRKHAM ST\ LURLINE ST
./out/16TOC-5257.csv,FUNSTON AVE,ALOHA AVE,Intersection
./out/16TOC-5257.csv,FUNSTON AVE,LINCOLN WAY,IRVING ST
./out/16TOC-5257.csv,FUNSTON AVE,IRVING ST,JUDAH ST
./out/16TOC-5257.csv,FUNSTON AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-5257.csv,FUNSTON AVE,KIRKHAM ST,LURLINE ST
./out/16TOC-5257.csv,FUNSTON AVE,LURLINE ST,LAWTON ST
./out/16TOC-5257.csv,FUNSTON AVE,LAWTON ST,ALOHA AVE
./out/16TOC-5257.csv,FUNSTON AVE,ALOHA AVE,MORAGA ST
./out/16TOC-5257.csv,FUNSTON AVE,MORAGA ST,NORIEGA ST
./out/16TOC-5257.csv,IRVING ST,12TH AVE,Intersection
./out/16TOC-5257.csv,IRVING ST,FUNSTON AVE,Intersection
./out/16TOC-5257.csv,IRVING ST,14TH AVE,Intersection
./out/16TOC-5257.csv,JUDAH ST,12TH AVE,Intersection
./out/16TOC-5257.csv,JUDAH ST,FUNSTON AVE,Intersection
./out/16TOC-5257.csv,JUDAH ST,14TH AVE,Intersection
./out/16TOC-5257.csv,KIRKHAM ST,12TH AVE,Intersection
./out/16TOC-5257.csv,KIRKHAM ST,FUNSTON AVE,Intersection
./out/16TOC-5257.csv,LAWTON ST,12TH AVE,Intersection
./out/16TOC-5257.csv,LAWTON ST,FUNSTON AVE,Intersection
./out/16TOC-5257.csv,LURLINE ST,FUNSTON AVE,Intersection
./out/16TOC-5257.csv,MORAGA ST,12TH AVE,Intersection
./out/16TOC-5257.csv,MORAGA ST,FUNSTON AVE,Intersection
./out/16TOC-5277.csv,10TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-5277.csv,10TH AVE,IRVING ST,JUDAH ST
./out/16TOC-5277.csv,10TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-5277.csv,10TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-5277.csv,10TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-5277.csv,10TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-5277.csv,10TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-5277.csv,11TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-5277.csv,11TH AVE,IRVING ST,JUDAH ST
./out/16TOC-5277.csv,11TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-5277.csv,11TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-5277.csv,11TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-5277.csv,11TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-5277.csv,11TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-5277.csv,11TH AVE,ORTEGA ST,PACHECO ST
./out/16TOC-5277.csv,IRVING ST,10TH AVE,Intersection
./out/16TOC-5277.csv,IRVING ST,11TH AVE,Intersection
./out/16TOC-5277.csv,JUDAH ST,10TH AVE,Intersection
./out/16TOC-5277.csv,JUDAH ST,11TH AVE,Intersection
./out/16TOC-5277.csv,KIRKHAM ST,10TH AVE,Intersection
./out/16TOC-5277.csv,KIRKHAM ST,11TH AVE,Intersection
./out/16TOC-5277.csv,LAWTON ST,10TH AVE,Intersection
./out/16TOC-5277.csv,MORAGA ST,10TH AVE,Intersection
./out/16TOC-5277.csv,MORAGA ST,11TH AVE,Intersection
./out/16TOC-5277.csv,NORIEGA ST,10TH AVE,Intersection
./out/16TOC-5277.csv,NORIEGA ST,11TH AVE,Intersection
./out/16TOC-5277.csv,ORTEGA ST,11TH AVE,Intersection
./out/16TOC-5291.csv,07TH AVE,LINCOLN WAY,HUGO ST
./out/16TOC-5291.csv,07TH AVE,HUGO ST,IRVING ST
./out/16TOC-5291.csv,07TH AVE,IRVING ST,JUDAH ST
./out/16TOC-5291.csv,07TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-5291.csv,07TH AVE,KIRKHAM ST,LAWTON ST \WARREN DR
./out/16TOC-5291.csv,08TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-5291.csv,08TH AVE,IRVING ST,JUDAH ST
./out/16TOC-5291.csv,08TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-5291.csv,08TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-5291.csv,HUGO ST,07TH AVE,Intersection
./out/16TOC-5291.csv,IRVING ST,07TH AVE,Intersection
./out/16TOC-5291.csv,IRVING ST,08TH AVE,Intersection
./out/16TOC-5291.csv,JUDAH ST,07TH AVE,Intersection
./out/16TOC-5291.csv,JUDAH ST,08TH AVE,Intersection
./out/16TOC-5291.csv,KIRKHAM ST,07TH AVE,Intersection
./out/16TOC-5291.csv,KIRKHAM ST,08TH AVE,Intersection
./out/16TOC-5303.csv,20TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-5303.csv,20TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-5303.csv,20TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-5303.csv,21ST AVE,TARAVAL ST,ULLOA ST
./out/16TOC-5303.csv,21ST AVE,ULLOA ST,VICENTE ST
./out/16TOC-5303.csv,21ST AVE,VICENTE ST,WAWONA ST
./out/16TOC-5303.csv,22ND AVE,TARAVAL ST,ULLOA ST
./out/16TOC-5303.csv,22ND AVE,ULLOA ST,VICENTE ST
./out/16TOC-5303.csv,22ND AVE,VICENTE ST,WAWONA ST
./out/16TOC-5303.csv,23RD AVE,TARAVAL ST,ULLOA ST
./out/16TOC-5303.csv,23RD AVE,ULLOA ST,VICENTE ST
./out/16TOC-5303.csv,23RD AVE,VICENTE ST,WAWONA ST
./out/16TOC-5303.csv,24TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-5303.csv,24TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-5303.csv,24TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-5303.csv,ULLOA ST,20TH AVE,Intersection
./out/16TOC-5303.csv,ULLOA ST,21ST AVE,Intersection
./out/16TOC-5303.csv,ULLOA ST,22ND AVE,Intersection
./out/16TOC-5303.csv,ULLOA ST,23RD AVE,Intersection
./out/16TOC-5303.csv,ULLOA ST,24TH AVE,Intersection
./out/16TOC-5303.csv,VICENTE ST,20TH AVE,Intersection
./out/16TOC-5303.csv,VICENTE ST,21ST AVE,Intersection
./out/16TOC-5303.csv,VICENTE ST,22ND AVE,Intersection
./out/16TOC-5303.csv,VICENTE ST,23RD AVE,Intersection
./out/16TOC-5303.csv,VICENTE ST,24TH AVE,Intersection
./out/16TOC-5304.csv,40TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-5304.csv,40TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-5304.csv,40TH AVE,ANZA ST,BALBOA ST
./out/16TOC-5304.csv,40TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-5304.csv,40TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-5304.csv,41ST AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-5304.csv,41ST AVE,GEARY BLVD,GEARY BLVD
./out/16TOC-5304.csv,41ST AVE,GEARY BLVD,ANZA ST
./out/16TOC-5304.csv,41ST AVE,ANZA ST,BALBOA ST
./out/16TOC-5304.csv,41ST AVE,BALBOA ST,CABRILLO ST
./out/16TOC-5304.csv,41ST AVE,CABRILLO ST,FULTON ST
./out/16TOC-5304.csv,ANZA ST,40TH AVE,Intersection
./out/16TOC-5304.csv,ANZA ST,41ST AVE,Intersection
./out/16TOC-5304.csv,BALBOA ST,40TH AVE,Intersection
./out/16TOC-5304.csv,BALBOA ST,41ST AVE,Intersection
./out/16TOC-5304.csv,CABRILLO ST,40TH AVE,Intersection
./out/16TOC-5304.csv,CABRILLO ST,41ST AVE,Intersection
./out/16TOC-5304.csv,GEARY BLVD,40TH AVE,Intersection
./out/16TOC-5304.csv,GEARY BLVD,41ST AVE,Intersection
./out/16TOC-5304.csv,GEARY BLVD,41ST AVE,Intersection
./out/16TOC-5373.csv,16TH AVE,PACHECO ST,QUINTARA ST
./out/16TOC-5373.csv,16TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-5373.csv,17TH AVE,PACHECO ST,QUINTARA ST
./out/16TOC-5373.csv,17TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-5373.csv,17TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-5373.csv,17TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-5373.csv,17TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-5373.csv,17TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-5373.csv,17TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-5373.csv,18TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-5384.csv,14TH AVE,RADIO TER,QUINTARA ST
./out/16TOC-5384.csv,14TH AVE,RADIO TER,MANDALAYLN
./out/16TOC-5384.csv,14TH AVE,MANDALAY LN,FANNINGWAY
./out/16TOC-5384.csv,14TH AVE,FANNING WAY,QUINTARA ST
./out/16TOC-5384.csv,14TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-5384.csv,14TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-5384.csv,14TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-5384.csv,14TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-5384.csv,14TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-5384.csv,14TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-5384.csv,14TH AVE,WAWONA ST,WESTPORTAL AVE
./out/16TOC-5384.csv,14TH AVE,WEST PORTALAVE,PORTOLA DR\ SANANSELMOAVE \ SANTAANA AVE
./out/16TOC-5384.csv,15TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-5384.csv,15TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-5384.csv,15TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-5384.csv,15TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-5384.csv,16TH AVE,CECILIA AVE,TARAVAL ST
./out/16TOC-5384.csv,16TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-5384.csv,16TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-5384.csv,16TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-5384.csv,RIVERA ST,14TH AVE,15TH AVE
./out/16TOC-5384.csv,RIVERA ST,15TH AVE,15TH AVE
./out/16TOC-5384.csv,RIVERA ST,15TH AVE,CECILIA AVE
./out/16TOC-5384.csv,RIVERA ST,CECILIA AVE,16TH AVE
./out/16TOC-5384.csv,RIVERA ST,16TH AVE,17TH AVE
./out/16TOC-5384.csv,RIVERA ST,17TH AVE,18TH AVE
./out/16TOC-5986.csv,45TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-7502.csv,16TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-7502.csv,16TH AVE,SANTIAGO ST,CECILIA AVE
./out/16TOC-7502.csv,16TH AVE,CECILIA AVE,TARAVAL ST
./out/16TOC-7502.csv,CECILIA AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-7502.csv,CECILIA AVE,SANTIAGO ST,16TH AVE
./out/16TOC-7502.csv,RIVERA ST,16TH AVE,Intersection
./out/16TOC-7502.csv,SANTIAGO ST,14TH AVE,15TH AVE
./out/16TOC-7502.csv,SANTIAGO ST,15TH AVE,CECILIA AVE
./out/16TOC-7502.csv,SANTIAGO ST,CECILIA AVE,16TH AVE
./out/16TOC-7502.csv,SANTIAGO ST,16TH AVE,17TH AVE
./out/16TOC-8118.csv,DIAMOND ST,SUSSEX ST,PENNY LN
./out/16TOC-8118.csv,DIAMOND ST,PENNY LN,SURREY ST
./out/16TOC-8118.csv,LIPPARD AVE,SURREY ST,UNNAMED024
./out/16TOC-8118.csv,LIPPARD AVE,UNNAMED 024,CHENERY ST
./out/16TOC-8118.csv,LIPPARD AVE,CHENERY ST,BOSWORTHST
./out/16TOC-8118.csv,LIPPARD AVE,BOSWORTH ST,JOOST AVE
./out/16TOC-8118.csv,SURREY ST,LIPPARD AVE,OHLONE WAY
./out/16TOC-8118.csv,SURREY ST,OHLONE WAY,VAN BURENST
./out/16TOC-8118.csv,SUSSEX ST,DIAMOND ST,OHLONE WAY
./out/16TOC-8118.csv,SUSSEX ST,OHLONE WAY,VAN BURENST
./out/16TOC-8118.csv,VAN BUREN ST,SUSSEX ST,SURREY ST
./out/16TOC-8317.csv,26TH ST,SANCHEZ ST,NOE ST
./out/16TOC-8317.csv,30TH ST,HARPER ST,NOE ST
./out/16TOC-8317.csv,CHENERY ST,FAIRMOUNT ST,CHARLES ST
./out/16TOC-8317.csv,CHENERY ST,CHARLES ST,MIGUEL ST \WHITNEY ST
./out/16TOC-8317.csv,CHENERY ST,MIGUEL ST \WHITNEY ST,MATEO ST
./out/16TOC-8317.csv,CHENERY ST,MATEO ST,ROANOKE ST
./out/16TOC-8317.csv,CHENERY ST,ROANOKE ST,NATICK ST
./out/16TOC-8317.csv,CHENERY ST,NATICK ST,CASTRO ST
./out/16TOC-8317.csv,CHENERY ST,CASTRO ST,CARRIE ST \UNNAMED026
./out/16TOC-8317.csv,CHENERY ST,CARRIE ST \UNNAMED 026,DIAMOND ST
./out/16TOC-8317.csv,FAIRMOUNT ST,CHENERY ST,WHITNEY ST
./out/16TOC-8317.csv,HARPER ST,30TH ST,RANDALL ST
./out/16TOC-8317.csv,NOE ST,26TH ST,CESARCHAVEZ ST
./out/16TOC-8317.csv,NOE ST,CESAR CHAVEZST,27TH ST
./out/16TOC-8317.csv,NOE ST,27TH ST,DUNCAN ST
./out/16TOC-8317.csv,NOE ST,DUNCAN ST,28TH ST
./out/16TOC-8317.csv,NOE ST,28TH ST,VALLEY ST
./out/16TOC-8317.csv,NOE ST,VALLEY ST,29TH ST
./out/16TOC-8317.csv,NOE ST,29TH ST,DAY ST
./out/16TOC-8317.csv,NOE ST,DAY ST,30TH ST
./out/16TOC-8317.csv,RANDALL ST,WHITNEY ST,SANCHEZ ST
./out/16TOC-8317.csv,RANDALL ST,SANCHEZ ST,HARPER ST
./out/16TOC-8317.csv,WHITNEY ST,RANDALL ST,FAIRMOUNTST
./out/17TOC-0163.csv,ALVARADO ST,SANCHEZ ST,NOE ST
./out/17TOC-0163.csv,ALVARADO ST,NOE ST,CASTRO ST
./out/17TOC-0163.csv,CASTRO ST,19TH ST,20TH ST
./out/17TOC-0163.csv,CASTRO ST,20TH ST,LIBERTY ST
./out/17TOC-0163.csv,CASTRO ST,LIBERTY ST,21ST ST
./out/17TOC-0163.csv,CASTRO ST,21ST ST,HILL ST
./out/17TOC-0163.csv,CASTRO ST,HILL ST,22ND ST
./out/17TOC-0163.csv,CASTRO ST,22ND ST,ALVARADOST
./out/17TOC-0163.csv,SANCHEZ ST,ALVARADO ST,23RD ST
./out/17TOC-0163.csv,SANCHEZ ST,23RD ST,ELIZABETHST
./out/17TOC-0163.csv,SANCHEZ ST,ELIZABETH ST,24TH ST
./out/17TOC-0163.csv,SANCHEZ ST,24TH ST,JERSEY ST
./out/17TOC-0163.csv,SANCHEZ ST,JERSEY ST,25TH ST
./out/17TOC-0163.csv,SANCHEZ ST,25TH ST,CLIPPER ST
./out/17TOC-0163.csv,SANCHEZ ST,CLIPPER ST,26TH ST
./out/17TOC-0170.csv,25TH ST,FOLSOM ST,HORACE ST
./out/17TOC-0170.csv,25TH ST,HORACE ST,SHOTWELLST
./out/17TOC-0170.csv,25TH ST,SHOTWELL ST,VIRGIL ST
./out/17TOC-0170.csv,25TH ST,VIRGIL ST,SOUTH VANNESS AVE
./out/17TOC-0170.csv,25TH ST,SOUTH VANNESS AVE,CYPRESS ST
./out/17TOC-0170.csv,25TH ST,CYPRESS ST,CAPP ST
./out/17TOC-0170.csv,25TH ST,CAPP ST,LILAC ST
./out/17TOC-0170.csv,26TH ST,LILAC ST,MISSION ST
./out/17TOC-0170.csv,26TH ST,MISSION ST,OSAGE ALY
./out/17TOC-0170.csv,26TH ST,OSAGE ALY,BARTLETT ST
./out/17TOC-0170.csv,26TH ST,BARTLETT ST,ORANGE ALY
./out/17TOC-0170.csv,26TH ST,ORANGE ALY,VALENCIA ST
./out/17TOC-0170.csv,26TH ST,VALENCIA ST,POPLAR ST
./out/17TOC-0170.csv,26TH ST,POPLAR ST,SAN JOSEAVE
./out/17TOC-0170.csv,26TH ST,SAN JOSE AVE,GUERREROST
./out/17TOC-0170.csv,26TH ST,GUERRERO ST,FAIR OAKSST
./out/17TOC-0170.csv,26TH ST,FAIR OAKS ST,DOLORES ST
./out/17TOC-0170.csv,26TH ST,DOLORES ST,CHURCH ST
./out/17TOC-0170.csv,26TH ST,CHURCH ST,SANCHEZ ST
./out/17TOC-0170.csv,26TH ST,SANCHEZ ST,NOE ST
./out/17TOC-0170.csv,LILAC ST,25TH ST,26TH ST
./out/17TOC-0172.csv,SHOTWELL ST,14TH ST,15TH ST
./out/17TOC-0172.csv,SHOTWELL ST,15TH ST,16TH ST
./out/17TOC-0172.csv,SHOTWELL ST,16TH ST,17TH ST
./out/17TOC-0172.csv,SHOTWELL ST,17TH ST,18TH ST
./out/17TOC-0172.csv,SHOTWELL ST,18TH ST,19TH ST
./out/17TOC-0172.csv,SHOTWELL ST,19TH ST,20TH ST
./out/17TOC-0172.csv,SHOTWELL ST,19TH ST,20TH ST
./out/17TOC-0172.csv,SHOTWELL ST,20TH ST,21ST ST
./out/17TOC-0172.csv,SHOTWELL ST,21ST ST,22ND ST
./out/17TOC-0172.csv,SHOTWELL ST,22ND ST,23RD ST
./out/17TOC-0172.csv,SHOTWELL ST,23RD ST,24TH ST
./out/17TOC-0172.csv,SHOTWELL ST,24TH ST,25TH ST
./out/17TOC-0334.csv,23RD ST,ARKANSAS ST,WISCONSINST
./out/17TOC-0334.csv,23RD ST,WISCONSIN ST,END
./out/17TOC-0334.csv,23RD ST,END,CAROLINA ST
./out/17TOC-0334.csv,23RD ST,CAROLINA ST,DE HARO ST
./out/17TOC-0334.csv,23RD ST,DE HARO ST,RHODEISLAND ST
./out/17TOC-0334.csv,23RD ST,RHODE ISLANDST,KANSAS ST
./out/17TOC-0334.csv,23RD ST,KANSAS ST,VERMONT ST
./out/17TOC-0334.csv,23RD ST,VERMONT ST,SAN BRUNOAVE
./out/17TOC-0334.csv,23RD ST,SAN BRUNO AVE,SFGH ACCESS
./out/17TOC-0334.csv,23RD ST,SFGH ACCESS,UTAH ST
./out/17TOC-0334.csv,23RD ST,UTAH ST,POTREROAVE
./out/17TOC-0334.csv,23RD ST,POTRERO AVE,HAMPSHIREST
./out/17TOC-0334.csv,25TH ST,HAMPSHIRE ST,YORK ST
./out/17TOC-0334.csv,25TH ST,YORK ST,BRYANT ST
./out/17TOC-0334.csv,25TH ST,BRYANT ST,FLORIDA ST
./out/17TOC-0334.csv,25TH ST,FLORIDA ST,ALABAMA ST
./out/17TOC-0334.csv,25TH ST,ALABAMA ST,HARRISON ST
./out/17TOC-0334.csv,25TH ST,HARRISON ST,BALMY ST
./out/17TOC-0334.csv,25TH ST,BALMY ST,TREAT AVE
./out/17TOC-0334.csv,25TH ST,TREAT AVE,LUCKY ST
./out/17TOC-0334.csv,25TH ST,LUCKY ST,FOLSOM ST
./out/17TOC-0334.csv,25TH ST,FOLSOM ST,HORACE ST
./out/17TOC-0334.csv,25TH ST,HORACE ST,SHOTWELLST
./out/17TOC-0334.csv,25TH ST,SHOTWELL ST,VIRGIL ST
./out/17TOC-0334.csv,25TH ST,VIRGIL ST,SOUTH VANNESS AVE
./out/17TOC-0334.csv,HAMPSHIRE ST,23RD ST,24TH ST
./out/17TOC-0334.csv,HAMPSHIRE ST,24TH ST,25TH ST
./out/17TOC-0335.csv,14TH ST,HARRISON ST,TRAINOR ST
./out/17TOC-0335.csv,14TH ST,TRAINOR ST,FOLSOM ST
./out/17TOC-0335.csv,14TH ST,FOLSOM ST,SHOTWELLST
./out/17TOC-0335.csv,14TH ST,SHOTWELL ST,SOUTH VANNESS AVE
./out/17TOC-0335.csv,14TH ST,SOUTH VANNESS AVE,NATOMA ST
./out/17TOC-0335.csv,14TH ST,NATOMA ST,MINNA ST
./out/17TOC-0335.csv,14TH ST,MINNA ST,MISSION ST
./out/17TOC-0335.csv,14TH ST,MISSION ST,WOODWARDST
./out/17TOC-0335.csv,14TH ST,WOODWARD ST,JULIAN AVE
./out/17TOC-0335.csv,14TH ST,JULIAN AVE,STEVENSONST
./out/17TOC-0335.csv,14TH ST,STEVENSON ST,VALENCIA ST
./out/17TOC-0335.csv,14TH ST,VALENCIA ST,GUERREROST
./out/17TOC-0335.csv,14TH ST,GUERRERO ST,RAMONA AVE
./out/17TOC-0335.csv,14TH ST,RAMONA AVE,ROSEMONTPL
./out/17TOC-0335.csv,14TH ST,ROSEMONT PL,DOLORES ST
./out/17TOC-0335.csv,WOODWARD ST,DUBOCE AVE,14TH ST
./out/17TOC-0418.csv,15TH ST,MISSION ST,WIESE ST
