permit,streetname,from_st,to_st
./out/15TOC-8722.csv,MORAGA ST,SUNSET BLVD,37TH AVE
./out/15TOC-8722.csv,MORAGA ST,37TH AVE,38TH AVE
./out/15TOC-8722.csv,MORAGA ST,38TH AVE,39TH AVE
./out/15TOC-8722.csv,MORAGA ST,39TH AVE,40TH AVE
./out/15TOC-8722.csv,MORAGA ST,40TH AVE,41ST AVE
./out/15TOC-8722.csv,MORAGA ST,41ST AVE,42ND AVE
./out/15TOC-8722.csv,QUINTARA ST,42ND AVE,43RD AVE
./out/15TOC-8722.csv,QUINTARA ST,43RD AVE,44TH AVE
./out/15TOC-8722.csv,QUINTARA ST,44TH AVE,45TH AVE
./out/15TOC-8722.csv,QUINTARA ST,45TH AVE,46TH AVE
./out/15TOC-8722.csv,QUINTARA ST,46TH AVE,47TH AVE
./out/15TOC-8722.csv,QUINTARA ST,47TH AVE,48TH AVE
./out/15TOC-8722.csv,QUINTARA ST,48TH AVE,GREAT HWY
./out/15TOC-8722.csv,QUINTARA ST,42ND AVE,Intersection
./out/15TOC-8722.csv,QUINTARA ST,43RD AVE,Intersection
./out/15TOC-8722.csv,QUINTARA ST,44TH AVE,Intersection
./out/15TOC-8722.csv,QUINTARA ST,45TH AVE,Intersection
./out/15TOC-8722.csv,QUINTARA ST,46TH AVE,Intersection
./out/15TOC-8722.csv,QUINTARA ST,47TH AVE,Intersection
./out/15TOC-8722.csv,QUINTARA ST,48TH AVE,Intersection
./out/15TOC-8722.csv,QUINTARA ST,GREAT HWY,Intersection
./out/15TOC-8722.csv,RIVERA ST,40TH AVE,41ST AVE
./out/15TOC-8722.csv,RIVERA ST,41ST AVE,42ND AVE
./out/15TOC-8722.csv,RIVERA ST,40TH AVE,Intersection
./out/15TOC-8722.csv,RIVERA ST,41ST AVE,Intersection
./out/15TOC-8722.csv,RIVERA ST,42ND AVE,Intersection
./out/15TOC-8722.csv,SUNSET BLVD,MORAGA ST,Intersection
./out/16TOC-0014.csv,34TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-0014.csv,34TH AVE,IRVING ST,JUDAH ST
./out/16TOC-0014.csv,34TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-0014.csv,34TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-0014.csv,34TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-0014.csv,34TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-0014.csv,34TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-0014.csv,34TH AVE,ORTEGA ST,PACHECO ST
./out/16TOC-0014.csv,34TH AVE,PACHECO ST,QUINTARA ST
./out/16TOC-0014.csv,34TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-0014.csv,34TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-0014.csv,34TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-0014.csv,35TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-0014.csv,35TH AVE,IRVING ST,JUDAH ST
./out/16TOC-0014.csv,35TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-0014.csv,35TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-0014.csv,35TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-0014.csv,35TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-0014.csv,35TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-0014.csv,35TH AVE,ORTEGA ST,PACHECO ST
./out/16TOC-0014.csv,35TH AVE,PACHECO ST,QUINTARA ST
./out/16TOC-0014.csv,35TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-0014.csv,35TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-0014.csv,35TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-0014.csv,IRVING ST,34TH AVE,Intersection
./out/16TOC-0014.csv,IRVING ST,35TH AVE,Intersection
./out/16TOC-0014.csv,JUDAH ST,34TH AVE,Intersection
./out/16TOC-0014.csv,JUDAH ST,35TH AVE,Intersection
./out/16TOC-0014.csv,KIRKHAM ST,34TH AVE,Intersection
./out/16TOC-0014.csv,KIRKHAM ST,35TH AVE,Intersection
./out/16TOC-0014.csv,LAWTON ST,34TH AVE,Intersection
./out/16TOC-0014.csv,LAWTON ST,35TH AVE,Intersection
./out/16TOC-0014.csv,MORAGA ST,34TH AVE,Intersection
./out/16TOC-0014.csv,MORAGA ST,35TH AVE,Intersection
./out/16TOC-0014.csv,NORIEGA ST,34TH AVE,Intersection
./out/16TOC-0014.csv,NORIEGA ST,35TH AVE,Intersection
./out/16TOC-0014.csv,ORTEGA ST,34TH AVE,Intersection
./out/16TOC-0014.csv,ORTEGA ST,35TH AVE,Intersection
./out/16TOC-0014.csv,PACHECO ST,34TH AVE,Intersection
./out/16TOC-0014.csv,PACHECO ST,35TH AVE,Intersection
./out/16TOC-0014.csv,QUINTARA ST,34TH AVE,Intersection
./out/16TOC-0014.csv,QUINTARA ST,35TH AVE,Intersection
./out/16TOC-0014.csv,RIVERA ST,34TH AVE,Intersection
./out/16TOC-0014.csv,RIVERA ST,35TH AVE,Intersection
./out/16TOC-0014.csv,SANTIAGO ST,34TH AVE,Intersection
./out/16TOC-0014.csv,SANTIAGO ST,35TH AVE,Intersection
./out/16TOC-0191.csv,42ND AVE,LINCOLN WAY,IRVING ST
./out/16TOC-0191.csv,42ND AVE,IRVING ST,JUDAH ST
./out/16TOC-0191.csv,42ND AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-0191.csv,42ND AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-0191.csv,42ND AVE,LAWTON ST,MORAGA ST
./out/16TOC-0191.csv,42ND AVE,MORAGA ST,NORIEGA ST
./out/16TOC-0191.csv,42ND AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-0191.csv,42ND AVE,ORTEGA ST,PACHECO ST
./out/16TOC-0191.csv,42ND AVE,PACHECO ST,QUINTARA ST
./out/16TOC-0191.csv,42ND AVE,QUINTARA ST,RIVERA ST
./out/16TOC-0191.csv,42ND AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-0191.csv,42ND AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-0191.csv,45TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-0191.csv,45TH AVE,IRVING ST,JUDAH ST
./out/16TOC-0191.csv,45TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-0191.csv,45TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-0191.csv,45TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-0191.csv,45TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-0191.csv,45TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-0191.csv,45TH AVE,ORTEGA ST,PACHECO ST
./out/16TOC-0191.csv,45TH AVE,PACHECO ST,QUINTARA ST
./out/16TOC-0191.csv,45TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-0191.csv,45TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-0191.csv,45TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-0191.csv,IRVING ST,42ND AVE,Intersection
./out/16TOC-0191.csv,IRVING ST,45TH AVE,Intersection
./out/16TOC-0191.csv,JUDAH ST,42ND AVE,Intersection
./out/16TOC-0191.csv,JUDAH ST,45TH AVE,Intersection
./out/16TOC-0191.csv,KIRKHAM ST,42ND AVE,Intersection
./out/16TOC-0191.csv,KIRKHAM ST,45TH AVE,Intersection
./out/16TOC-0191.csv,LAWTON ST,42ND AVE,Intersection
./out/16TOC-0191.csv,LAWTON ST,45TH AVE,Intersection
./out/16TOC-0191.csv,MORAGA ST,42ND AVE,Intersection
./out/16TOC-0191.csv,MORAGA ST,45TH AVE,Intersection
./out/16TOC-0191.csv,NORIEGA ST,42ND AVE,Intersection
./out/16TOC-0191.csv,NORIEGA ST,45TH AVE,Intersection
./out/16TOC-0191.csv,ORTEGA ST,42ND AVE,Intersection
./out/16TOC-0191.csv,ORTEGA ST,45TH AVE,Intersection
./out/16TOC-0191.csv,PACHECO ST,42ND AVE,Intersection
./out/16TOC-0191.csv,PACHECO ST,45TH AVE,Intersection
./out/16TOC-0191.csv,QUINTARA ST,42ND AVE,Intersection
./out/16TOC-0191.csv,QUINTARA ST,45TH AVE,Intersection
./out/16TOC-0191.csv,RIVERA ST,42ND AVE,Intersection
./out/16TOC-0191.csv,RIVERA ST,45TH AVE,Intersection
./out/16TOC-0191.csv,SANTIAGO ST,42ND AVE,Intersection
./out/16TOC-0191.csv,SANTIAGO ST,45TH AVE,Intersection
./out/16TOC-0496.csv,37TH AVE,LINCOLN WAY,SUNSET BLVD
./out/16TOC-0496.csv,37TH AVE,SUNSET BLVD,IRVING ST
./out/16TOC-0496.csv,37TH AVE,IRVING ST,JUDAH ST
./out/16TOC-0496.csv,37TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-0496.csv,37TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-0496.csv,37TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-0496.csv,37TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-0496.csv,37TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-0496.csv,37TH AVE,ORTEGA ST,PACHECO ST
./out/16TOC-0496.csv,37TH AVE,PACHECO ST,QUINTARA ST
./out/16TOC-0496.csv,37TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-0496.csv,37TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-0496.csv,37TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-0496.csv,IRVING ST,37TH AVE,Intersection
./out/16TOC-0496.csv,JUDAH ST,37TH AVE,Intersection
./out/16TOC-0496.csv,KIRKHAM ST,37TH AVE,Intersection
./out/16TOC-0496.csv,LAWTON ST,37TH AVE,Intersection
./out/16TOC-0496.csv,MORAGA ST,37TH AVE,Intersection
./out/16TOC-0496.csv,NORIEGA ST,37TH AVE,Intersection
./out/16TOC-0496.csv,ORTEGA ST,37TH AVE,Intersection
./out/16TOC-0496.csv,PACHECO ST,37TH AVE,Intersection
./out/16TOC-0496.csv,QUINTARA ST,37TH AVE,Intersection
./out/16TOC-0496.csv,RIVERA ST,37TH AVE,Intersection
./out/16TOC-0496.csv,SANTIAGO ST,37TH AVE,Intersection
./out/16TOC-0496.csv,SUNSET BLVD,37TH AVE,Intersection
./out/16TOC-0516.csv,29TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-0516.csv,29TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-0516.csv,32ND AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-0516.csv,32ND AVE,LAWTON ST,MORAGA ST
./out/16TOC-0516.csv,36TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-0516.csv,36TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-0516.csv,42ND AVE,LAWTON ST,MORAGA ST
./out/16TOC-0516.csv,45TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-0516.csv,KIRKHAM ST,29TH AVE,Intersection
./out/16TOC-0516.csv,KIRKHAM ST,32ND AVE,Intersection
./out/16TOC-0516.csv,KIRKHAM ST,33RD AVE,Intersection
./out/16TOC-0516.csv,KIRKHAM ST,34TH AVE,Intersection
./out/16TOC-0516.csv,KIRKHAM ST,35TH AVE,Intersection
./out/16TOC-0516.csv,KIRKHAM ST,46TH AVE,Intersection
./out/16TOC-0516.csv,KIRKHAM ST,47TH AVE,Intersection
./out/16TOC-0516.csv,KIRKHAM ST,48TH AVE,Intersection
./out/16TOC-0516.csv,KIRKHAM ST,28TH AVE,29TH AVE
./out/16TOC-0516.csv,KIRKHAM ST,32ND AVE,33RD AVE
./out/16TOC-0516.csv,KIRKHAM ST,33RD AVE,34TH AVE
./out/16TOC-0516.csv,KIRKHAM ST,34TH AVE,35TH AVE
./out/16TOC-0516.csv,KIRKHAM ST,35TH AVE,PINO ALY
./out/16TOC-0516.csv,KIRKHAM ST,PINO ALY,36TH AVE
./out/16TOC-0516.csv,KIRKHAM ST,45TH AVE,46TH AVE
./out/16TOC-0516.csv,KIRKHAM ST,46TH AVE,47TH AVE
./out/16TOC-0516.csv,KIRKHAM ST,47TH AVE,48TH AVE
./out/16TOC-0516.csv,KIRKHAM ST,48TH AVE,GREAT HWY \LA PLAYA
./out/16TOC-0516.csv,LAWTON ST,29TH AVE,Intersection
./out/16TOC-0516.csv,LAWTON ST,32ND AVE,Intersection
./out/16TOC-0516.csv,LAWTON ST,36TH AVE,Intersection
./out/16TOC-0516.csv,LAWTON ST,43RD AVE,Intersection
./out/16TOC-0516.csv,LAWTON ST,44TH AVE,Intersection
./out/16TOC-0516.csv,LAWTON ST,42ND AVE,43RD AVE
./out/16TOC-0516.csv,LAWTON ST,43RD AVE,44TH AVE
./out/16TOC-0516.csv,LAWTON ST,44TH AVE,45TH AVE
./out/16TOC-0516.csv,MORAGA ST,30TH AVE,Intersection
./out/16TOC-0516.csv,MORAGA ST,31ST AVE,Intersection
./out/16TOC-0516.csv,MORAGA ST,37TH AVE,Intersection
./out/16TOC-0516.csv,MORAGA ST,38TH AVE,Intersection
./out/16TOC-0516.csv,MORAGA ST,39TH AVE,Intersection
./out/16TOC-0516.csv,MORAGA ST,40TH AVE,Intersection
./out/16TOC-0516.csv,MORAGA ST,41ST AVE,Intersection
./out/16TOC-0516.csv,MORAGA ST,29TH AVE,30TH AVE
./out/16TOC-0516.csv,MORAGA ST,30TH AVE,31ST AVE
./out/16TOC-0516.csv,MORAGA ST,31ST AVE,32ND AVE
./out/16TOC-0516.csv,MORAGA ST,36TH AVE,SUNSET BLVD
./out/16TOC-0516.csv,MORAGA ST,SUNSET BLVD,37TH AVE
./out/16TOC-0516.csv,MORAGA ST,37TH AVE,38TH AVE
./out/16TOC-0516.csv,MORAGA ST,38TH AVE,39TH AVE
./out/16TOC-0516.csv,MORAGA ST,39TH AVE,40TH AVE
./out/16TOC-0516.csv,MORAGA ST,40TH AVE,41ST AVE
./out/16TOC-0516.csv,MORAGA ST,41ST AVE,42ND AVE
./out/16TOC-0516.csv,PINO ALY,KIRKHAM ST,Intersection
./out/16TOC-0516.csv,SUNSET BLVD,MORAGA ST,Intersection
./out/16TOC-0555.csv,30TH AVE,ANZA ST,BALBOA ST
./out/16TOC-0555.csv,ANZA ST,ARGUELLO BLVD,02ND AVE
./out/16TOC-0555.csv,ANZA ST,02ND AVE,03RD AVE
./out/16TOC-0555.csv,ANZA ST,03RD AVE,04TH AVE
./out/16TOC-0555.csv,ANZA ST,04TH AVE,05TH AVE
./out/16TOC-0555.csv,ANZA ST,05TH AVE,06TH AVE
./out/16TOC-0555.csv,ANZA ST,06TH AVE,07TH AVE
./out/16TOC-0555.csv,ANZA ST,07TH AVE,08TH AVE
./out/16TOC-0555.csv,ANZA ST,08TH AVE,09TH AVE
./out/16TOC-0555.csv,ANZA ST,09TH AVE,10TH AVE
./out/16TOC-0555.csv,ANZA ST,10TH AVE,11TH AVE
./out/16TOC-0555.csv,ANZA ST,11TH AVE,12TH AVE
./out/16TOC-0555.csv,ANZA ST,12TH AVE,FUNSTONAVE
./out/16TOC-0555.csv,ANZA ST,FUNSTON AVE,PARKPRESIDIOBLVD
./out/16TOC-0555.csv,ANZA ST,PARK PRESIDIOBLVD,14TH AVE
./out/16TOC-0555.csv,ANZA ST,14TH AVE,15TH AVE
./out/16TOC-0555.csv,ANZA ST,15TH AVE,16TH AVE
./out/16TOC-0555.csv,ANZA ST,16TH AVE,17TH AVE
./out/16TOC-0555.csv,ANZA ST,17TH AVE,18TH AVE
./out/16TOC-0555.csv,ANZA ST,18TH AVE,19TH AVE
./out/16TOC-0555.csv,ANZA ST,19TH AVE,20TH AVE
./out/16TOC-0555.csv,ANZA ST,20TH AVE,21ST AVE
./out/16TOC-0555.csv,ANZA ST,21ST AVE,22ND AVE
./out/16TOC-0555.csv,ANZA ST,22ND AVE,23RD AVE
./out/16TOC-0555.csv,ANZA ST,23RD AVE,24TH AVE
./out/16TOC-0555.csv,ANZA ST,24TH AVE,25TH AVE
./out/16TOC-0555.csv,ANZA ST,25TH AVE,26TH AVE
./out/16TOC-0555.csv,ANZA ST,26TH AVE,27TH AVE
./out/16TOC-0555.csv,ANZA ST,27TH AVE,28TH AVE
./out/16TOC-0555.csv,ANZA ST,28TH AVE,29TH AVE
./out/16TOC-0555.csv,ANZA ST,29TH AVE,30TH AVE
./out/16TOC-0555.csv,ANZA ST,02ND AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,03RD AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,04TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,05TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,06TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,07TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,08TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,09TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,10TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,11TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,12TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,14TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,15TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,16TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,17TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,18TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,19TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,20TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,21ST AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,22ND AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,23RD AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,24TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,25TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,26TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,27TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,28TH AVE,Intersection
./out/16TOC-0555.csv,ANZA ST,29TH AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,30TH AVE,31ST AVE
./out/16TOC-0555.csv,BALBOA ST,31ST AVE,32ND AVE
./out/16TOC-0555.csv,BALBOA ST,32ND AVE,33RD AVE
./out/16TOC-0555.csv,BALBOA ST,33RD AVE,34TH AVE
./out/16TOC-0555.csv,BALBOA ST,34TH AVE,35TH AVE
./out/16TOC-0555.csv,BALBOA ST,35TH AVE,36TH AVE
./out/16TOC-0555.csv,BALBOA ST,36TH AVE,37TH AVE
./out/16TOC-0555.csv,BALBOA ST,37TH AVE,38TH AVE
./out/16TOC-0555.csv,BALBOA ST,38TH AVE,39TH AVE
./out/16TOC-0555.csv,BALBOA ST,39TH AVE,40TH AVE
./out/16TOC-0555.csv,BALBOA ST,40TH AVE,41ST AVE
./out/16TOC-0555.csv,BALBOA ST,41ST AVE,42ND AVE
./out/16TOC-0555.csv,BALBOA ST,42ND AVE,43RD AVE
./out/16TOC-0555.csv,BALBOA ST,43RD AVE,44TH AVE
./out/16TOC-0555.csv,BALBOA ST,44TH AVE,45TH AVE
./out/16TOC-0555.csv,BALBOA ST,45TH AVE,46TH AVE
./out/16TOC-0555.csv,BALBOA ST,46TH AVE,47TH AVE
./out/16TOC-0555.csv,BALBOA ST,47TH AVE,48TH AVE
./out/16TOC-0555.csv,BALBOA ST,31ST AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,32ND AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,33RD AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,34TH AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,35TH AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,36TH AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,37TH AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,38TH AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,39TH AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,40TH AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,41ST AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,42ND AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,43RD AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,44TH AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,45TH AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,46TH AVE,Intersection
./out/16TOC-0555.csv,BALBOA ST,47TH AVE,Intersection
./out/16TOC-0555.csv,FUNSTON AVE,ANZA ST,Intersection
./out/16TOC-0555.csv,PARK PRESIDIOBLVD,ANZA ST,Intersection
./out/16TOC-0777.csv,38TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-0777.csv,38TH AVE,IRVING ST,JUDAH ST
./out/16TOC-0777.csv,38TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-0777.csv,38TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-0777.csv,38TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-0777.csv,38TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-0777.csv,38TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-0777.csv,38TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-0777.csv,38TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-0777.csv,IRVING ST,38TH AVE,Intersection
./out/16TOC-0777.csv,JUDAH ST,38TH AVE,Intersection
./out/16TOC-0777.csv,KIRKHAM ST,38TH AVE,Intersection
./out/16TOC-0777.csv,LAWTON ST,38TH AVE,Intersection
./out/16TOC-0777.csv,MORAGA ST,38TH AVE,Intersection
./out/16TOC-0777.csv,NORIEGA ST,38TH AVE,Intersection
./out/16TOC-0777.csv,SANTIAGO ST,38TH AVE,Intersection
./out/16TOC-0846.csv,39TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-0846.csv,39TH AVE,IRVING ST,JUDAH ST
./out/16TOC-0846.csv,39TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-0846.csv,39TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-0846.csv,39TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-0846.csv,39TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-0846.csv,39TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-0846.csv,IRVING ST,39TH AVE,Intersection
./out/16TOC-0846.csv,JUDAH ST,39TH AVE,Intersection
./out/16TOC-0846.csv,KIRKHAM ST,39TH AVE,Intersection
./out/16TOC-0846.csv,LAWTON ST,39TH AVE,Intersection
./out/16TOC-0846.csv,MORAGA ST,39TH AVE,Intersection
./out/16TOC-0846.csv,NORIEGA ST,39TH AVE,Intersection
./out/16TOC-0909.csv,40TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-0909.csv,40TH AVE,IRVING ST,JUDAH ST
./out/16TOC-0909.csv,40TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-0909.csv,40TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-0909.csv,40TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-0909.csv,40TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-0909.csv,40TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-0909.csv,40TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-0909.csv,40TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-0909.csv,40TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-0909.csv,IRVING ST,40TH AVE,Intersection
./out/16TOC-0909.csv,JUDAH ST,40TH AVE,Intersection
./out/16TOC-0909.csv,KIRKHAM ST,40TH AVE,Intersection
./out/16TOC-0909.csv,LAWTON ST,40TH AVE,Intersection
./out/16TOC-0909.csv,MORAGA ST,40TH AVE,Intersection
./out/16TOC-0909.csv,NORIEGA ST,40TH AVE,Intersection
./out/16TOC-0909.csv,RIVERA ST,40TH AVE,Intersection
./out/16TOC-0909.csv,SANTIAGO ST,40TH AVE,Intersection
./out/16TOC-0912.csv,18TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-0912.csv,18TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-0912.csv,18TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-0912.csv,18TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-0912.csv,18TH AVE,ANZA ST,BALBOA ST
./out/16TOC-0912.csv,18TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-0912.csv,18TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-0912.csv,ANZA ST,18TH AVE,Intersection
./out/16TOC-0912.csv,BALBOA ST,18TH AVE,Intersection
./out/16TOC-0912.csv,CABRILLO ST,18TH AVE,Intersection
./out/16TOC-0912.csv,CALIFORNIA ST,18TH AVE,Intersection
./out/16TOC-0912.csv,CLEMENT ST,18TH AVE,Intersection
./out/16TOC-0912.csv,GEARY BLVD,18TH AVE,Intersection
./out/16TOC-1064.csv,17TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-1064.csv,17TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-1064.csv,17TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-1064.csv,17TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-1064.csv,17TH AVE,ANZA ST,BALBOA ST
./out/16TOC-1064.csv,17TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-1064.csv,17TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-1064.csv,ANZA ST,17TH AVE,Intersection
./out/16TOC-1064.csv,BALBOA ST,17TH AVE,Intersection
./out/16TOC-1064.csv,CABRILLO ST,17TH AVE,Intersection
./out/16TOC-1064.csv,CALIFORNIA ST,17TH AVE,Intersection
./out/16TOC-1064.csv,CLEMENT ST,17TH AVE,Intersection
./out/16TOC-1064.csv,GEARY BLVD,17TH AVE,Intersection
./out/16TOC-1198.csv,45TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-1198.csv,45TH AVE,IRVING ST,JUDAH ST
./out/16TOC-1198.csv,45TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-1198.csv,45TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-1198.csv,45TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-1198.csv,45TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-1198.csv,45TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-1198.csv,45TH AVE,ORTEGA ST,PACHECO ST
./out/16TOC-1198.csv,45TH AVE,PACHECO ST,QUINTARA ST
./out/16TOC-1198.csv,45TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-1198.csv,45TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-1198.csv,45TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-1198.csv,IRVING ST,45TH AVE,Intersection
./out/16TOC-1198.csv,JUDAH ST,45TH AVE,Intersection
./out/16TOC-1198.csv,KIRKHAM ST,45TH AVE,Intersection
./out/16TOC-1198.csv,LAWTON ST,45TH AVE,Intersection
./out/16TOC-1198.csv,MORAGA ST,45TH AVE,Intersection
./out/16TOC-1198.csv,NORIEGA ST,45TH AVE,Intersection
./out/16TOC-1198.csv,ORTEGA ST,45TH AVE,Intersection
./out/16TOC-1198.csv,PACHECO ST,45TH AVE,Intersection
./out/16TOC-1198.csv,QUINTARA ST,45TH AVE,Intersection
./out/16TOC-1198.csv,RIVERA ST,45TH AVE,Intersection
